timestamp;simple-path;time;;;
2021-06-03 19:15:45.763;/manager/task/create;589;;;
2021-06-03 19:15:47.311;/manager/task/create;575;;;
2021-06-03 19:15:52.027;/manager/task/create;621;;;
2021-06-03 19:15:54.041;/manager/task/create;639;;;
2021-06-03 19:15:58.485;/manager/task/create;572;;;
2021-06-03 19:15:59.971;/manager/task/create;588;;;
2021-06-03 19:16:04.905;/manager/task/create;576;;;
2021-06-03 19:16:06.551;/manager/task/create;581;;;
2021-06-03 19:16:11.023;/manager/task/create;589;;;
2021-06-03 19:16:12.74;/manager/task/create;583;;;
2021-06-03 19:16:17.914;/manager/task/create;575;;;
2021-06-03 19:16:27.815;/manager/task/create;584;;;
2021-06-03 19:16:37.04;/manager/task/create;575;;;
2021-06-03 19:16:46.528;/manager/task/create;586;;;
2021-06-03 19:16:56.104;/manager/task/create;583;;;
;;;;;
2021-06-03 19:16:20.917;/manager/task/list;871;;;
2021-06-03 19:16:30.388;/manager/task/list;589;;;
2021-06-03 19:16:39.614;/manager/task/list;579;;;
2021-06-03 19:16:49.138;/manager/task/list;604;;;
2021-06-03 19:16:58.835;/manager/task/list;577;;;
2021-06-03 19:17:15.778;/manager/task/list;577;;;
2021-06-03 19:17:22.674;/manager/task/list;572;;;
2021-06-03 19:17:29.392;/manager/task/list;579;;;
2021-06-03 19:17:36.027;/manager/task/list;570;;;
2021-06-03 19:17:42.444;/manager/task/list;562;;;
2021-06-03 19:17:49.773;/manager/task/list;592;;;
2021-06-03 19:17:56.795;/manager/task/list;575;;;
2021-06-03 19:18:04.582;/manager/task/list;614;;;
2021-06-03 19:18:12.4;/manager/task/list;577;;;
2021-06-03 19:18:19.468;/manager/task/list;575;;;
2021-06-03 19:18:36.028;/manager/task/list;564;;;
2021-06-03 19:18:38.039;/manager/task/list;599;;;
2021-06-03 19:18:43.319;/manager/task/list;579;;;
2021-06-03 19:18:45.37;/manager/task/list;650;;;
2021-06-03 19:18:50.533;/manager/task/list;576;;;
2021-06-03 19:18:52.505;/manager/task/list;654;;;
2021-06-03 19:19:07.54;/manager/task/list;573;;;
2021-06-03 19:19:10.312;/manager/task/list;1143;;;
2021-06-03 19:19:11.082;/manager/task/list;573;;;
